n,t
1000,1
4000,2
7000,2
10000,8
13000,8
16000,10
19000,16
22000,16
25000,15
28000,17
31000,16
34000,28
37000,30
40000,30
43000,31
46000,33
49000,34
52000,35
55000,37
58000,38
61000,38
64000,38
67000,64
70000,56
73000,55
76000,56
79000,56
82000,59
85000,58
88000,60
91000,61
94000,63
97000,65
100000,67
