n,t
1000,3
4000,13
7000,21
10000,28
13000,30
16000,37
19000,62
22000,55
25000,58
28000,65
31000,80
34000,110
37000,100
40000,105
43000,115
46000,198
49000,126
52000,135
55000,137
58000,130
61000,139
64000,169
67000,240
70000,202
73000,199
76000,208
79000,214
82000,205
85000,222
88000,243
91000,227
94000,263
97000,252
100000,286
