n,t
1000,0
4000,1
7000,3
10000,7
13000,8
16000,10
19000,14
22000,15
25000,16
28000,15
31000,15
34000,29
37000,30
40000,30
43000,30
46000,32
49000,34
52000,37
55000,38
58000,39
61000,39
64000,43
67000,57
70000,58
73000,55
76000,56
79000,54
82000,56
85000,64
88000,59
91000,59
94000,61
97000,66
100000,62
